#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2023-08-07 11:59:51 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 02087183 NEUSE RIVER NEAR FALLS, NC
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
5s	15s	6s	19d	12s	1s	12s	5s	12s	12s	12s	7s	6s	21s	15s
USGS	02087183	0511	2022-04-04 11:41:02	EDT	Yes	SAL/MVM/PMT	USGS	2.09	648	Good	0.00	0.20	Unspecifed	NONE
USGS	02087183	0512	2022-04-04 12:05:24	EDT	Yes	SAL/MVM/PMT	USGS	2.09	646	Good	0.00	0.20	Unspecifed	NONE
USGS	02087183	0513	2022-05-18 13:55:30	EDT	Yes	SAL	USGS	1.05	87.1	Good	0.00	0.75	Unspecifed	NONE
USGS	02087183	0514	2022-05-31 11:20:00	EDT	Yes	SAL	USGS	3.18	2420	Fair	0.02	0.25	Unspecifed	NONE
USGS	02087183	515	2022-07-25 12:06:42	EDT	Yes	SAL/MVM	USGS	1.14	99.4	Good	0.01	0.83	Clear	NONE
USGS	02087183	0516	2022-09-19 11:50:30	EDT	Yes	SAL	USGS	1.32	148	Good	0.00	0.75	Clear	NONE
USGS	02087183	0517	2022-10-31 11:31:42	EDT	Yes	SAL/MVM	USGS	1.15	101	Good	0.01	0.83	Clear	NONE
USGS	02087183	0518	2023-01-17 10:48:24	EST	Yes	SAL/MVM/PJB	USGS	2.06	597	Good	0.00	0.33	Unspecifed	NONE
USGS	02087183	0519	2023-01-17 11:35:49	EST	Yes	SAL/MVM/PJB	USGS	2.06	587	Good	0.00	0.33	Unspecifed	NONE
USGS	02087183	0520	2023-01-26 09:53:23	EST	Yes	MVM/LEC	USGS	2.20	773	Fair	0.00	0.35		NONE
USGS	02087183	0521	2023-01-26 10:29:21	EST	Yes	MVM/LEC	USGS	2.20	787	Fair	0.00	0.30		NONE
USGS	02087183	0522	2023-01-26 11:10:54	EST	Yes	MVM/LEC	USGS	2.20	749	Fair	0.00	0.30		NONE
USGS	02087183	0523	2023-01-26 11:56:53	EST	Yes	MVM/LEC	USGS	2.20	774	Fair	0.00	0.30		NONE
USGS	02087183	0524	2023-01-26 12:24:00	EST	Yes	MVM/LEC	USGS	2.20	765	Fair	0.00			NONE
USGS	02087183	0525	2023-02-14 14:22:24	EST	Yes	SAL/LEC	USGS	3.00	1910	Fair	0.02	0.25	Unspecifed	NONE
USGS	02087183	0526	2023-03-16 13:26:29	EDT	Yes	SAL/MVM	USGS	1.92	469	Fair	0.00	0.25	Unspecifed	NONE
USGS	02087183	0527	2023-04-17 10:22:09	EDT	Yes	SAL/PJB	USGS	3.44	3140	Fair	0.00	0.25	Clear	NONE
USGS	02087183	0528	2023-06-15 10:58:30	EDT	Yes	PJB/SAL	USGS	1.36	144	Fair	0.00	1.00	Clear	NONE
